date,daily_request_count,requests,y_true_7day,y_pred,abs_error,rolling_mae,status
2023-01-06,3812,3812,,,,,NA
2023-01-07,7075,7075,,,,,NA
2023-01-08,6759,6759,,,,,NA
2023-01-09,8589,8589,,,,,NA
2023-01-10,8550,8550,,,,,NA
2023-01-11,8612,8612,,,,,NA
2023-01-12,8092,8092,7355.571428571428,,,,NA
2023-01-13,7790,7790,7923.857142857143,7355.571428571428,568.2857142857147,,NA
2023-01-14,7166,7166,7936.857142857143,7923.857142857143,13.0,,NA
2023-01-15,6835,6835,7947.714285714285,7936.857142857143,10.857142857142208,,NA
2023-01-16,7053,7053,7728.285714285715,7947.714285714285,219.42857142857065,,NA
2023-01-17,9287,9287,7833.571428571428,7728.285714285715,105.28571428571377,,NA
2023-01-18,8530,8530,7821.857142857143,7833.571428571428,11.714285714285325,,NA
2023-01-19,7986,7986,7806.714285714285,7821.857142857143,15.142857142857792,,NA
2023-01-20,8127,8127,7854.857142857143,7806.714285714285,48.14285714285779,,NA
2023-01-21,6699,6699,7788.142857142857,7854.857142857143,66.71428571428623,,NA
2023-01-22,6449,6449,7733.0,7788.142857142857,55.14285714285688,,NA
2023-01-23,7987,7987,7866.428571428572,7733.0,133.42857142857156,,NA
2023-01-24,8851,8851,7804.142857142857,7866.428571428572,62.285714285714675,,NA
2023-01-25,7863,7863,7708.857142857143,7804.142857142857,95.28571428571377,,NA
2023-01-26,8940,8940,7845.142857142857,7708.857142857143,136.28571428571377,,NA
2023-01-27,8178,8178,7852.428571428572,7845.142857142857,7.2857142857146755,,NA
2023-01-28,6936,6936,7886.285714285715,7852.428571428572,33.85714285714312,,NA
2023-01-29,6998,6998,7964.714285714285,7886.285714285715,78.42857142857065,,NA
2023-01-30,8455,8455,8031.571428571428,7964.714285714285,66.85714285714312,,NA
2023-01-31,8381,8381,7964.428571428572,8031.571428571428,67.14285714285688,,NA
2023-02-01,6461,6461,7764.142857142857,7964.428571428572,200.28571428571468,,NA
2023-02-02,4541,4541,7135.714285714285,7764.142857142857,628.4285714285716,,NA
2023-02-03,2621,2621,6341.857142857143,7135.714285714285,793.8571428571422,,NA
